mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,mupio_ocu,zona_ocu,mayor_menor,tipo_veh,color_veh,modelo_veh,marca_veh,tipo_eve,estado_con,g_modelo_veh,sex_cond,edad_con,edad_con_grupo,anio_ocu_file,num_corre,anio_ocu_dataset,anio_ocu,g_hora
enero,martes,3.0,1.0,106.0,,mayor,pick up,ignorado,6,jmc,choque,ebrio,2020-2029,hombre,32,30-34,2013,1.0,,2013.0,
enero,martes,5.0,1.0,101.0,,mayor,automovil,blanco,5,avanti,choque,ebrio,2010-2019,hombre,34,30-34,2013,2.0,,2013.0,
enero,martes,3.0,1.0,108.0,,mayor,automovil,gris,6,genesis,colision,ebrio,2020-2029,hombre,28,25-29,2013,3.0,,2013.0,
enero,martes,3.0,1.0,108.0,,mayor,pick up,verde,4,land rover,colision,no ebrio,2000-2009,hombre,43,40-44,2013,4.0,,2013.0,
enero,martes,0.0,19.0,1901.0,,mayor,motocicleta,rojo,5,great wall,choque,no ebrio,2010-2019,hombre,21,20-24,2013,5.0,,2013.0,
enero,martes,18.0,19.0,1901.0,,mayor,pick up,rojo,6,land rover,vuelco,ignorado,2020-2029,hombre,19,15-19,2013,6.0,,2013.0,
enero,martes,0.0,5.0,502.0,,mayor,motocicleta,negro,4,tvs apache,choque,no ebrio,2000-2009,hombre,24,20-24,2013,7.0,,2013.0,
enero,martes,11.0,9.0,901.0,,mayor,camioneta,negro,6,land rover,choque,ebrio,2020-2029,hombre,36,35-39,2013,8.0,,2013.0,
enero,martes,1.0,12.0,1217.0,,mayor,camion,verde,3,jeep,colision,no ebrio,1990-1999,hombre,38,35-39,2013,9.0,,2013.0,
enero,martes,1.0,12.0,1217.0,,mayor,motocicleta,azul,6,kenworth,colision,ebrio,2020-2029,ignorado,999,ignorado,2013,10.0,,2013.0,
enero,martes,7.0,13.0,1322.0,,mayor,pick up,ignorado,6,land rover,vuelco,no ebrio,2020-2029,ignorado,999,ignorado,2013,11.0,,2013.0,
enero,martes,8.0,16.0,1604.0,,mayor,camion,blanco,3,freightliner,choque,ebrio,1990-1999,hombre,33,30-34,2013,12.0,,2013.0,
enero,martes,3.0,18.0,1801.0,,mayor,motocicleta,ignorado,6,jmc,choque,no ebrio,2020-2029,hombre,25,25-29,2013,13.0,,2013.0,
enero,martes,4.0,3.0,301.0,,mayor,motocicleta,ignorado,6,jmc,choque,no ebrio,2020-2029,mujer,25,25-29,2013,14.0,,2013.0,
enero,martes,2.0,3.0,308.0,,mayor,motocicleta,negro,6,jmc,choque,no ebrio,2020-2029,hombre,22,20-24,2013,15.0,,2013.0,
enero,miercoles,15.0,1.0,101.0,,mayor,pick up,blanco,4,land rover,colision,no ebrio,2000-2009,hombre,40,40-44,2013,16.0,,2013.0,
enero,miercoles,15.0,1.0,101.0,,mayor,motocicleta,ignorado,6,jmc,colision,no ebrio,2020-2029,hombre,26,25-29,2013,17.0,,2013.0,
enero,miercoles,7.0,1.0,101.0,,ignorado,bus urbano,verde,6,jmc,colision,ignorado,2020-2029,ignorado,999,ignorado,2013,18.0,,2013.0,
enero,miercoles,7.0,1.0,101.0,,ignorado,bus urbano,corinto,3,alfa romeo,colision,ignorado,1990-1999,ignorado,999,ignorado,2013,19.0,,2013.0,
enero,miercoles,22.0,1.0,101.0,,mayor,taxi,blanco,6,genesis,colision,no ebrio,2020-2029,hombre,49,45-49,2013,20.0,,2013.0,
enero,miercoles,22.0,1.0,101.0,,mayor,automovil,azul,6,land rover,colision,no ebrio,2020-2029,mujer,45,45-49,2013,21.0,,2013.0,
enero,miercoles,7.0,5.0,501.0,,mayor,camion,blanco,3,land rover,colision,no ebrio,1990-1999,hombre,52,50-54,2013,22.0,,2013.0,
enero,miercoles,7.0,5.0,501.0,,mayor,motocicleta,ignorado,6,jmc,colision,no ebrio,2020-2029,hombre,32,30-34,2013,23.0,,2013.0,
enero,miercoles,10.0,6.0,611.0,,mayor,bus urbano,ignorado,6,jmc,vuelco,no ebrio,2020-2029,hombre,35,35-39,2013,24.0,,2013.0,
enero,miercoles,18.0,13.0,1301.0,,mayor,motocicleta,azul,6,kenworth,colision,ebrio,2020-2029,hombre,36,35-39,2013,25.0,,2013.0,
enero,miercoles,18.0,13.0,1301.0,,ignorado,motocicleta,ignorado,6,jmc,colision,ebrio,2020-2029,hombre,999,ignorado,2013,26.0,,2013.0,
enero,miercoles,10.0,16.0,1608.0,,mayor,bus urbano,amarillo,3,daihatsu,vuelco,no ebrio,1990-1999,hombre,42,40-44,2013,27.0,,2013.0,
enero,jueves,11.0,1.0,101.0,,mayor,bus urbano,rojo,6,jmc,colision,no ebrio,2020-2029,hombre,24,20-24,2013,28.0,,2013.0,
enero,jueves,11.0,1.0,101.0,,mayor,bus urbano,rojo,3,asia hero,colision,no ebrio,1990-1999,hombre,64,55 y mas,2013,29.0,,2013.0,
enero,jueves,21.0,1.0,108.0,,mayor,pick up,blanco,6,jeep,colision,ebrio,2020-2029,hombre,39,35-39,2013,30.0,,2013.0,
enero,jueves,21.0,1.0,108.0,,mayor,pick up,beige,6,italika,colision,no ebrio,2020-2029,hombre,40,40-44,2013,31.0,,2013.0,
enero,jueves,14.0,5.0,501.0,,mayor,camion,blanco,6,jmc,colision,no ebrio,2020-2029,hombre,31,30-34,2013,32.0,,2013.0,
enero,jueves,14.0,5.0,501.0,,mayor,motocicleta,ignorado,6,jmc,colision,no ebrio,2020-2029,hombre,22,20-24,2013,33.0,,2013.0,
enero,jueves,19.0,9.0,917.0,,mayor,camioneta,corinto,6,chrysler,colision,ebrio,2020-2029,hombre,56,55 y mas,2013,34.0,,2013.0,
enero,jueves,19.0,9.0,917.0,,mayor,motocicleta,rojo,6,jmc,colision,ebrio,2020-2029,hombre,56,55 y mas,2013,35.0,,2013.0,
enero,jueves,20.0,13.0,1301.0,,mayor,pick up,azul,6,land rover,vuelco,no ebrio,2020-2029,hombre,27,25-29,2013,36.0,,2013.0,
enero,jueves,22.0,2.0,203.0,,mayor,microbus,blanco,6,genesis,colision,no ebrio,2020-2029,hombre,60,55 y mas,2013,37.0,,2013.0,
enero,jueves,22.0,2.0,203.0,,mayor,cabezal,gris,3,dodge,colision,no ebrio,1990-1999,hombre,30,30-34,2013,38.0,,2013.0,
enero,jueves,16.0,7.0,701.0,,mayor,microbus,gris,6,genesis,vuelco,no ebrio,2020-2029,hombre,65,55 y mas,2013,39.0,,2013.0,
enero,viernes,17.0,1.0,101.0,,mayor,automovil,blanco,6,italika,colision,ebrio,2020-2029,hombre,26,25-29,2013,40.0,,2013.0,
enero,viernes,17.0,1.0,101.0,,mayor,motocicleta,negro,6,kinlon,colision,no ebrio,2020-2029,hombre,22,20-24,2013,41.0,,2013.0,
enero,viernes,7.0,1.0,101.0,,mayor,motocicleta,ignorado,6,jmc,vuelco,ignorado,2020-2029,hombre,39,35-39,2013,42.0,,2013.0,
enero,viernes,6.0,20.0,2008.0,,mayor,tractor,amarillo,6,jmc,colision,no ebrio,2020-2029,hombre,47,45-49,2013,43.0,,2013.0,
enero,viernes,6.0,20.0,2008.0,,mayor,automovil,blanco,2,jmc,colision,no ebrio,1980-1989,hombre,71,55 y mas,2013,44.0,,2013.0,
enero,viernes,15.0,5.0,501.0,,mayor,automovil,gris,6,geo,colision,ignorado,2020-2029,hombre,42,40-44,2013,45.0,,2013.0,
enero,viernes,15.0,5.0,501.0,,ignorado,cabezal,negro,6,dodge,colision,ignorado,2020-2029,ignorado,999,ignorado,2013,46.0,,2013.0,
enero,viernes,8.0,10.0,1001.0,,mayor,jeep,blanco,6,kinlon,colision,no ebrio,2020-2029,hombre,41,40-44,2013,47.0,,2013.0,
enero,viernes,8.0,10.0,1001.0,,mayor,motocicleta,negro,6,tvs apache,colision,no ebrio,2020-2029,hombre,37,35-39,2013,48.0,,2013.0,
enero,viernes,20.0,9.0,901.0,,mayor,camioneta,gris,4,kinlon,colision,no ebrio,2000-2009,mujer,39,35-39,2013,49.0,,2013.0,
enero,viernes,20.0,9.0,901.0,,ignorado,pick up,azul,2,land rover,colision,ignorado,1980-1989,ignorado,999,ignorado,2013,50.0,,2013.0,
enero,viernes,18.0,15.0,1501.0,,mayor,automovil,ignorado,6,jmc,vuelco,ignorado,2020-2029,hombre,46,45-49,2013,51.0,,2013.0,
enero,viernes,14.0,2.0,205.0,,ignorado,pick up,corinto,2,jmc,caida,ignorado,1980-1989,ignorado,999,ignorado,2013,52.0,,2013.0,
enero,viernes,17.0,7.0,701.0,,mayor,camioneta,anaranjado,6,kinlon,vuelco,ignorado,2020-2029,hombre,46,45-49,2013,53.0,,2013.0,
enero,sabado,8.0,1.0,103.0,,mayor,camion,blanco,3,jumbo,colision,ignorado,1990-1999,hombre,47,45-49,2013,54.0,,2013.0,
enero,sabado,8.0,1.0,103.0,,mayor,automovil,azul,6,italika,colision,ignorado,2020-2029,hombre,30,30-34,2013,55.0,,2013.0,
enero,sabado,12.0,20.0,2001.0,,menor,motocicleta,corinto,6,jmc,colision,ignorado,2020-2029,hombre,17,15-19,2013,56.0,,2013.0,
enero,sabado,12.0,20.0,2001.0,,ignorado,camion,verde,6,jmc,colision,ignorado,2020-2029,ignorado,999,ignorado,2013,57.0,,2013.0,
enero,sabado,8.0,10.0,1001.0,,mayor,camion,azul,3,dodge,colision,ignorado,1990-1999,hombre,57,55 y mas,2013,58.0,,2013.0,
enero,sabado,8.0,10.0,1001.0,,mayor,motocicleta,azul,5,tvs apache,colision,ignorado,2010-2019,hombre,34,30-34,2013,59.0,,2013.0,
enero,sabado,7.0,9.0,919.0,,ignorado,bus extraurbano,ignorado,6,jmc,caida,ignorado,2020-2029,ignorado,999,ignorado,2013,60.0,,2013.0,
enero,sabado,9.0,13.0,1301.0,,ignorado,pick up,rojo,6,land rover,choque,ignorado,2020-2029,ignorado,999,ignorado,2013,61.0,,2013.0,
enero,sabado,23.0,2.0,201.0,,mayor,cabezal,verde,3,dodge,colision,ignorado,1990-1999,hombre,38,35-39,2013,62.0,,2013.0,
enero,sabado,23.0,2.0,201.0,,mayor,camion,blanco,6,freedom,colision,ignorado,2020-2029,hombre,28,25-29,2013,63.0,,2013.0,
enero,sabado,16.0,18.0,1804.0,,mayor,camioneta,gris,3,land rover,colision,ignorado,1990-1999,hombre,53,50-54,2013,64.0,,2013.0,
enero,sabado,16.0,18.0,1804.0,,mayor,camion,blanco,6,gmc,colision,no ebrio,2020-2029,hombre,45,45-49,2013,65.0,,2013.0,
enero,domingo,9.0,1.0,101.0,,mayor,pick up,blanco,6,land rover,colision,no ebrio,2020-2029,hombre,37,35-39,2013,66.0,,2013.0,
enero,domingo,9.0,1.0,101.0,,mayor,microbus,amarillo,6,jeep,colision,no ebrio,2020-2029,hombre,23,20-24,2013,67.0,,2013.0,
enero,domingo,0.0,1.0,101.0,,mayor,automovil,negro,6,italika,choque,ignorado,2020-2029,hombre,29,25-29,2013,68.0,,2013.0,
enero,domingo,8.0,19.0,1907.0,,mayor,motocicleta,ignorado,6,kinlon,vuelco,no ebrio,2020-2029,hombre,19,15-19,2013,69.0,,2013.0,
enero,domingo,11.0,5.0,501.0,,mayor,cabezal,blanco,3,dodge,colision,no ebrio,1990-1999,hombre,28,25-29,2013,70.0,,2013.0,
enero,domingo,11.0,5.0,501.0,,mayor,motocicleta,rojo,6,kinlon,colision,ignorado,2020-2029,hombre,88,55 y mas,2013,71.0,,2013.0,
enero,domingo,19.0,10.0,1001.0,,mayor,motocicleta,gris,4,jmc,vuelco,ebrio,2000-2009,hombre,24,20-24,2013,72.0,,2013.0,
enero,domingo,23.0,11.0,1101.0,,mayor,pick up,gris,6,gmc,choque,ebrio,2020-2029,hombre,34,30-34,2013,73.0,,2013.0,
enero,domingo,17.0,13.0,1301.0,,mayor,camioneta,negro,6,land rover,choque,ebrio,2020-2029,hombre,19,15-19,2013,74.0,,2013.0,
enero,domingo,17.0,13.0,1301.0,,ignorado,microbus,azul,6,land rover,choque,ignorado,2020-2029,ignorado,999,ignorado,2013,75.0,,2013.0,
enero,domingo,0.0,8.0,805.0,,ignorado,bus extraurbano,beige,6,jmc,vuelco,ignorado,2020-2029,ignorado,999,ignorado,2013,76.0,,2013.0,
enero,domingo,20.0,2.0,203.0,,mayor,automovil,blanco,4,mahindra,vuelco,no ebrio,2000-2009,hombre,35,35-39,2013,77.0,,2013.0,
enero,domingo,22.0,14.0,1404.0,,mayor,pick up,blanco,3,land rover,colision,ignorado,1990-1999,hombre,43,40-44,2013,78.0,,2013.0,
enero,domingo,22.0,14.0,1404.0,,mayor,microbus,corinto,3,jeep,colision,ignorado,1990-1999,hombre,21,20-24,2013,79.0,,2013.0,
enero,domingo,13.0,4.0,403.0,,ignorado,pick up,gris,3,land rover,choque,ignorado,1990-1999,ignorado,999,ignorado,2013,80.0,,2013.0,
enero,lunes,5.0,1.0,101.0,,mayor,cabezal,rojo,3,infiniti,colision,ignorado,1990-1999,hombre,64,55 y mas,2013,81.0,,2013.0,
enero,lunes,17.0,22.0,2201.0,,mayor,automovil,azul,6,italika,choque,ignorado,2020-2029,hombre,25,25-29,2013,82.0,,2013.0,
enero,lunes,17.0,22.0,2201.0,,mayor,microbus,blanco,6,land rover,choque,ignorado,2020-2029,hombre,24,20-24,2013,83.0,,2013.0,
enero,lunes,19.0,22.0,2201.0,,mayor,camioneta,corinto,4,avanti,vuelco,no ebrio,2000-2009,mujer,26,25-29,2013,84.0,,2013.0,
enero,lunes,13.0,10.0,1015.0,,mayor,mototaxi,rojo,4,tvs apache,vuelco,no ebrio,2000-2009,hombre,18,15-19,2013,85.0,,2013.0,
enero,lunes,15.0,9.0,921.0,,mayor,motocicleta,ignorado,5,tvs apache,vuelco,ignorado,2010-2019,hombre,24,20-24,2013,86.0,,2013.0,
enero,lunes,11.0,8.0,805.0,,mayor,pick up,ignorado,6,land rover,colision,no ebrio,2020-2029,hombre,40,40-44,2013,87.0,,2013.0,
enero,lunes,11.0,8.0,805.0,,mayor,camion,ignorado,6,jmc,colision,no ebrio,2020-2029,hombre,35,35-39,2013,88.0,,2013.0,
enero,lunes,2.0,3.0,314.0,,mayor,motocicleta,rojo,6,jmc,choque,ignorado,2020-2029,hombre,19,15-19,2013,89.0,,2013.0,
enero,martes,12.0,19.0,1901.0,,mayor,mototaxi,ignorado,6,jmc,vuelco,ignorado,2020-2029,hombre,23,20-24,2013,90.0,,2013.0,
enero,martes,11.0,1.0,117.0,,mayor,camion,blanco,6,alfa romeo,colision,no ebrio,2020-2029,hombre,39,35-39,2013,91.0,,2013.0,
enero,martes,11.0,1.0,117.0,,mayor,motocicleta,ignorado,6,jmc,colision,no ebrio,2020-2029,hombre,34,30-34,2013,92.0,,2013.0,
enero,martes,6.0,4.0,416.0,,mayor,pick up,azul,6,land rover,colision,ignorado,2020-2029,hombre,36,35-39,2013,93.0,,2013.0,
enero,martes,6.0,4.0,416.0,,mayor,camion,blanco,6,jmc,colision,ignorado,2020-2029,hombre,29,25-29,2013,94.0,,2013.0,
enero,martes,6.0,4.0,416.0,,ignorado,pick up,verde,6,avanti,colision,ignorado,2020-2029,ignorado,999,ignorado,2013,95.0,,2013.0,
enero,martes,6.0,4.0,416.0,,ignorado,bus urbano,ignorado,6,jmc,colision,ignorado,2020-2029,ignorado,999,ignorado,2013,96.0,,2013.0,
enero,martes,17.0,19.0,1908.0,,ignorado,mototaxi,rojo,6,tvs apache,colision,ignorado,2020-2029,ignorado,999,ignorado,2013,97.0,,2013.0,
enero,martes,19.0,12.0,1222.0,,ignorado,pick up,corinto,6,land rover,choque,ignorado,2020-2029,ignorado,999,ignorado,2013,98.0,,2013.0,
enero,miercoles,7.0,1.0,101.0,,mayor,bus urbano,ignorado,6,alfa romeo,colision,no ebrio,2020-2029,hombre,28,25-29,2013,99.0,,2013.0,
enero,miercoles,7.0,1.0,101.0,,mayor,bus urbano,rojo,6,italika,colision,no ebrio,2020-2029,hombre,47,45-49,2013,100.0,,2013.0,
enero,miercoles,8.0,7.0,704.0,,ignorado,microbus,blanco,6,land rover,vuelco,ignorado,2020-2029,ignorado,999,ignorado,2013,101.0,,2013.0,
enero,jueves,8.0,1.0,101.0,,mayor,pick up,rojo,2,avanti,colision,ebrio,1980-1989,hombre,40,40-44,2013,102.0,,2013.0,
enero,jueves,8.0,1.0,101.0,,mayor,camioneta,negro,4,audi,colision,no ebrio,2000-2009,mujer,63,55 y mas,2013,103.0,,2013.0,
enero,jueves,15.0,1.0,101.0,,mayor,camioneta,azul,6,jeep,colision,no ebrio,2020-2029,mujer,38,35-39,2013,104.0,,2013.0,
enero,jueves,15.0,1.0,101.0,,mayor,motocicleta,rojo,4,kinlon,colision,no ebrio,2000-2009,hombre,20,20-24,2013,105.0,,2013.0,
enero,jueves,11.0,20.0,2004.0,,mayor,pick up,verde,6,jeep,vuelco,no ebrio,2020-2029,hombre,56,55 y mas,2013,106.0,,2013.0,
enero,jueves,7.0,6.0,601.0,,mayor,microbus,gris,4,jeep,colision,no ebrio,2000-2009,hombre,36,35-39,2013,107.0,,2013.0,
enero,jueves,7.0,6.0,601.0,,ignorado,automovil,gris,4,geo,colision,ignorado,2000-2009,ignorado,999,ignorado,2013,108.0,,2013.0,
enero,jueves,20.0,10.0,1001.0,,mayor,automovil,blanco,3,jeep,colision,ebrio,1990-1999,mujer,27,25-29,2013,109.0,,2013.0,
enero,jueves,20.0,10.0,1001.0,,mayor,mototaxi,rojo,5,tvs apache,colision,no ebrio,2010-2019,hombre,34,30-34,2013,110.0,,2013.0,
enero,jueves,20.0,10.0,1001.0,,mayor,motocicleta,negro,6,tvs apache,vuelco,no ebrio,2020-2029,hombre,25,25-29,2013,111.0,,2013.0,
enero,jueves,14.0,12.0,1202.0,,mayor,microbus,ignorado,4,land rover,colision,no ebrio,2000-2009,hombre,19,15-19,2013,112.0,,2013.0,
enero,jueves,14.0,12.0,1202.0,,mayor,microbus,azul,5,land rover,colision,no ebrio,2010-2019,hombre,37,35-39,2013,113.0,,2013.0,
enero,jueves,4.0,16.0,1609.0,,mayor,automovil,blanco,4,jeep,colision,ebrio,2000-2009,hombre,32,30-34,2013,114.0,,2013.0,
enero,jueves,4.0,16.0,1609.0,,mayor,camioneta,gris,4,genesis,colision,no ebrio,2000-2009,hombre,45,45-49,2013,115.0,,2013.0,
enero,jueves,20.0,14.0,1401.0,,mayor,pick up,celeste,2,land rover,choque,ebrio,1980-1989,hombre,23,20-24,2013,116.0,,2013.0,
enero,jueves,5.0,4.0,401.0,,mayor,motocicleta,rojo,6,tvs apache,choque,no ebrio,2020-2029,hombre,24,20-24,2013,117.0,,2013.0,
enero,viernes,9.0,1.0,101.0,,mayor,automovil,gris,6,jeep,colision,no ebrio,2020-2029,mujer,36,35-39,2013,118.0,,2013.0,
enero,viernes,9.0,1.0,101.0,,mayor,motocicleta,rojo,6,great wall,colision,no ebrio,2020-2029,mujer,999,ignorado,2013,119.0,,2013.0,
enero,viernes,7.0,1.0,102.0,,mayor,camion,blanco,6,daihatsu,colision,no ebrio,2020-2029,hombre,24,20-24,2013,120.0,,2013.0,
enero,viernes,7.0,1.0,102.0,,mayor,automovil,blanco,6,audi,colision,no ebrio,2020-2029,hombre,999,ignorado,2013,121.0,,2013.0,
enero,viernes,1.0,1.0,101.0,,mayor,automovil,gris,6,geo,choque,no ebrio,2020-2029,hombre,42,40-44,2013,122.0,,2013.0,
enero,viernes,19.0,1.0,115.0,,mayor,pick up,rojo,6,land rover,colision,no ebrio,2020-2029,hombre,30,30-34,2013,123.0,,2013.0,
enero,viernes,19.0,1.0,115.0,,mayor,camion,blanco,6,freightliner,colision,no ebrio,2020-2029,hombre,54,50-54,2013,124.0,,2013.0,
enero,viernes,18.0,5.0,509.0,,mayor,motocicleta,corinto,6,tvs apache,colision,no ebrio,2020-2029,hombre,34,30-34,2013,125.0,,2013.0,
enero,viernes,18.0,5.0,509.0,,mayor,ignorado,ignorado,6,jmc,colision,no ebrio,2020-2029,hombre,58,55 y mas,2013,126.0,,2013.0,
enero,viernes,8.0,10.0,1002.0,,mayor,automovil,verde,3,land rover,colision,no ebrio,1990-1999,hombre,30,30-34,2013,127.0,,2013.0,
enero,viernes,8.0,10.0,1002.0,,mayor,motocicleta,rojo,5,kenworth,colision,no ebrio,2010-2019,hombre,35,35-39,2013,128.0,,2013.0,
enero,viernes,4.0,12.0,1201.0,,mayor,pick up,blanco,3,jeep,choque,ebrio,1990-1999,hombre,29,25-29,2013,129.0,,2013.0,
enero,viernes,5.0,16.0,1613.0,,ignorado,camion,ignorado,6,jmc,colision,ignorado,2020-2029,ignorado,999,ignorado,2013,130.0,,2013.0,
enero,viernes,5.0,16.0,1613.0,,ignorado,microbus,blanco,6,jmc,colision,ignorado,2020-2029,ignorado,999,ignorado,2013,131.0,,2013.0,
enero,viernes,16.0,18.0,1805.0,,mayor,camion,negro,6,daihatsu,choque,ebrio,2020-2029,hombre,31,30-34,2013,132.0,,2013.0,
enero,viernes,16.0,18.0,1801.0,,mayor,automovil,rojo,4,italika,colision,no ebrio,2000-2009,hombre,43,40-44,2013,133.0,,2013.0,
enero,viernes,16.0,18.0,1801.0,,mayor,motocicleta,rojo,5,datsun,colision,no ebrio,2010-2019,hombre,44,40-44,2013,134.0,,2013.0,
enero,viernes,19.0,7.0,706.0,,mayor,automovil,blanco,6,avanti,colision,no ebrio,2020-2029,hombre,20,20-24,2013,135.0,,2013.0,
enero,viernes,19.0,7.0,706.0,,mayor,camioneta,gris,4,genesis,colision,no ebrio,2000-2009,hombre,37,35-39,2013,136.0,,2013.0,
enero,sabado,23.0,1.0,101.0,,mayor,automovil,gris,3,jumbo,colision,ebrio,1990-1999,hombre,31,30-34,2013,137.0,,2013.0,
enero,sabado,23.0,1.0,101.0,,mayor,taxi,blanco,4,avanti,colision,no ebrio,2000-2009,hombre,52,50-54,2013,138.0,,2013.0,
enero,sabado,1.0,1.0,101.0,,mayor,automovil,negro,3,ford,choque,ebrio,1990-1999,hombre,29,25-29,2013,139.0,,2013.0,
enero,sabado,21.0,1.0,101.0,,mayor,bus urbano,blanco,6,jmc,colision,no ebrio,2020-2029,hombre,38,35-39,2013,140.0,,2013.0,
enero,sabado,21.0,1.0,101.0,,mayor,panel,ignorado,6,jmc,colision,no ebrio,2020-2029,hombre,31,30-34,2013,141.0,,2013.0,
enero,sabado,9.0,1.0,101.0,,mayor,motocicleta,ignorado,6,jmc,colision,no ebrio,2020-2029,hombre,40,40-44,2013,142.0,,2013.0,
enero,sabado,9.0,1.0,101.0,,mayor,motocicleta,negro,6,geo,colision,no ebrio,2020-2029,hombre,20,20-24,2013,143.0,,2013.0,
enero,sabado,18.0,1.0,107.0,,mayor,motocicleta,ignorado,6,jmc,vuelco,no ebrio,2020-2029,hombre,32,30-34,2013,144.0,,2013.0,
enero,sabado,21.0,1.0,101.0,,ignorado,ignorado,ignorado,6,jmc,colision,ignorado,2020-2029,ignorado,999,ignorado,2013,145.0,,2013.0,
enero,sabado,21.0,1.0,101.0,,mayor,motocicleta,gris,6,tvs apache,colision,no ebrio,2020-2029,hombre,30,30-34,2013,146.0,,2013.0,
enero,sabado,2.0,1.0,101.0,,mayor,automovil,beige,6,land rover,colision,ebrio,2020-2029,hombre,42,40-44,2013,147.0,,2013.0,
enero,sabado,2.0,1.0,101.0,,mayor,automovil,negro,3,geo,colision,no ebrio,1990-1999,hombre,36,35-39,2013,148.0,,2013.0,
enero,sabado,23.0,1.0,101.0,,mayor,automovil,rojo,6,land rover,colision,ebrio,2020-2029,hombre,23,20-24,2013,149.0,,2013.0,
enero,sabado,23.0,1.0,101.0,,mayor,automovil,corinto,2,jumbo,colision,no ebrio,1980-1989,hombre,21,20-24,2013,150.0,,2013.0,
enero,sabado,23.0,1.0,101.0,,mayor,camion,blanco,5,jeep,colision,no ebrio,2010-2019,hombre,38,35-39,2013,151.0,,2013.0,
enero,sabado,19.0,1.0,101.0,,mayor,automovil,beige,2,land rover,colision,no ebrio,1980-1989,hombre,43,40-44,2013,152.0,,2013.0,
enero,sabado,19.0,1.0,101.0,,mayor,motocicleta,ignorado,6,jmc,colision,no ebrio,2020-2029,hombre,25,25-29,2013,153.0,,2013.0,
enero,sabado,9.0,17.0,1701.0,,mayor,mototaxi,ignorado,4,tvs apache,colision,no ebrio,2000-2009,hombre,24,20-24,2013,154.0,,2013.0,
enero,sabado,9.0,17.0,1701.0,,mayor,camioneta,ignorado,6,jumbo,colision,no ebrio,2020-2029,hombre,25,25-29,2013,155.0,,2013.0,
enero,sabado,2.0,17.0,1701.0,,mayor,motocicleta,ignorado,6,jmc,choque,no ebrio,2020-2029,hombre,34,30-34,2013,156.0,,2013.0,
enero,domingo,20.0,1.0,101.0,,mayor,camioneta,azul,3,daihatsu,colision,ebrio,1990-1999,hombre,53,50-54,2013,157.0,,2013.0,
enero,domingo,20.0,1.0,101.0,,mayor,automovil,azul,6,changan,colision,no ebrio,2020-2029,mujer,31,30-34,2013,158.0,,2013.0,
enero,domingo,15.0,1.0,108.0,,mayor,automovil,negro,6,jmc,colision,no ebrio,2020-2029,hombre,48,45-49,2013,159.0,,2013.0,
enero,domingo,15.0,1.0,108.0,,mayor,motocicleta,negro,6,jmc,colision,no ebrio,2020-2029,hombre,23,20-24,2013,160.0,,2013.0,
enero,domingo,18.0,20.0,2001.0,,ignorado,pick up,ignorado,6,jmc,vuelco,ignorado,2020-2029,ignorado,999,ignorado,2013,161.0,,2013.0,
enero,domingo,19.0,5.0,501.0,,ignorado,cabezal,ignorado,6,alfa romeo,colision,ignorado,2020-2029,ignorado,999,ignorado,2013,162.0,,2013.0,
enero,domingo,19.0,5.0,501.0,,mayor,motocicleta,ignorado,6,geo,colision,no ebrio,2020-2029,hombre,28,25-29,2013,163.0,,2013.0,
enero,domingo,15.0,6.0,613.0,,mayor,automovil,beige,6,geo,colision,no ebrio,2020-2029,hombre,53,50-54,2013,164.0,,2013.0,
enero,domingo,15.0,6.0,613.0,,ignorado,bus urbano,ignorado,1,jmc,colision,ignorado,1970-1979,ignorado,999,ignorado,2013,165.0,,2013.0,
enero,domingo,11.0,6.0,601.0,,mayor,pick up,rojo,6,jmc,choque,no ebrio,2020-2029,hombre,60,55 y mas,2013,166.0,,2013.0,
enero,domingo,19.0,10.0,1002.0,,mayor,pick up,azul,2,land rover,colision,ebrio,1980-1989,hombre,21,20-24,2013,167.0,,2013.0,
enero,domingo,19.0,10.0,1002.0,,mayor,camioneta,corinto,2,gmc,colision,no ebrio,1980-1989,hombre,30,30-34,2013,168.0,,2013.0,
enero,domingo,3.0,10.0,1010.0,,mayor,motocicleta,rojo,4,tvs apache,choque,no ebrio,2000-2009,hombre,22,20-24,2013,169.0,,2013.0,
enero,domingo,4.0,12.0,1201.0,,mayor,motocicleta,gris,5,italika,choque,ebrio,2010-2019,hombre,41,40-44,2013,170.0,,2013.0,
enero,domingo,21.0,2.0,201.0,,mayor,cabezal,rojo,3,dodge,colision,no ebrio,1990-1999,hombre,40,40-44,2013,171.0,,2013.0,
enero,domingo,21.0,2.0,201.0,,mayor,camioneta,ignorado,6,land rover,colision,no ebrio,2020-2029,hombre,59,55 y mas,2013,172.0,,2013.0,
enero,domingo,23.0,4.0,403.0,,ignorado,camion,blanco,6,alfa romeo,colision,ignorado,2020-2029,ignorado,999,ignorado,2013,173.0,,2013.0,
enero,domingo,23.0,4.0,403.0,,mayor,automovil,azul,6,italika,colision,no ebrio,2020-2029,hombre,32,30-34,2013,174.0,,2013.0,
enero,lunes,20.0,22.0,2214.0,,mayor,pick up,anaranjado,6,land rover,colision,no ebrio,2020-2029,hombre,37,35-39,2013,175.0,,2013.0,
enero,lunes,20.0,22.0,2214.0,,mayor,motocicleta,azul,6,kenworth,colision,no ebrio,2020-2029,hombre,19,15-19,2013,176.0,,2013.0,
