mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,mupio_ocu,zona_ocu,mayor_menor,tipo_veh,color_veh,modelo_veh,marca_veh,tipo_eve,estado_con,g_modelo_veh,sex_cond,edad_con,edad_con_grupo,anio_ocu_file,num_corre,anio_ocu_dataset,anio_ocu,g_hora
diciembre,lunes,19.0,9.0,920.0,99,mayor,3,6,1994,land rover,ignorado,1,ignorado,hombre,41,40-44,2015,21395.0,,2015.0,4.0
diciembre,lunes,16.0,9.0,920.0,99,mayor,9,11,1995,geo,ignorado,1,ignorado,hombre,26,25-29,2015,21396.0,,2015.0,3.0
diciembre,lunes,16.0,9.0,920.0,99,mayor,4,1,9999,jmc,ignorado,2,ignorado,hombre,39,35-39,2015,21397.0,,2015.0,3.0
diciembre,lunes,18.0,9.0,901.0,3,mayor,1,1,9999,jmc,ignorado,2,ignorado,hombre,57,55-59,2015,21398.0,,2015.0,4.0
diciembre,lunes,18.0,9.0,901.0,3,mayor,4,1,9999,great wall,ignorado,1,ignorado,hombre,27,25-29,2015,21399.0,,2015.0,4.0
diciembre,lunes,11.0,13.0,1301.0,11,mayor,3,3,9999,jmc,ignorado,1,ignorado,hombre,29,25-29,2015,21400.0,,2015.0,2.0
diciembre,lunes,18.0,18.0,1804.0,99,mayor,4,99,9999,porche,ignorado,1,ignorado,hombre,40,40-44,2015,21401.0,,2015.0,4.0
diciembre,lunes,18.0,18.0,1804.0,99,mayor,3,2,2014,land rover,ignorado,1,ignorado,hombre,30,30-34,2015,21402.0,,2015.0,4.0
diciembre,lunes,13.0,18.0,1801.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21403.0,,2015.0,3.0
diciembre,lunes,13.0,18.0,1801.0,99,mayor,4,99,9999,jmc,ignorado,9,ignorado,mujer,32,30-34,2015,21404.0,,2015.0,3.0
diciembre,martes,2.0,1.0,101.0,18,ignorado,4,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21405.0,,2015.0,1.0
diciembre,martes,2.0,1.0,101.0,18,mayor,4,99,9999,jmc,ignorado,1,ignorado,hombre,30,30-34,2015,21406.0,,2015.0,1.0
diciembre,martes,17.0,1.0,101.0,14,mayor,4,1,9999,tvs apache,ignorado,1,ignorado,hombre,23,20-24,2015,21407.0,,2015.0,3.0
diciembre,martes,17.0,1.0,101.0,14,mayor,3,1,2014,italika,ignorado,1,ignorado,hombre,47,45-49,2015,21408.0,,2015.0,3.0
diciembre,martes,5.0,1.0,101.0,7,ignorado,1,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21409.0,,2015.0,1.0
diciembre,martes,5.0,1.0,101.0,7,mayor,4,1,9999,genesis,ignorado,1,ignorado,hombre,29,25-29,2015,21410.0,,2015.0,1.0
diciembre,martes,17.0,1.0,115.0,99,mayor,9,99,9999,jmc,ignorado,9,ignorado,hombre,25,25-29,2015,21411.0,,2015.0,3.0
diciembre,martes,17.0,1.0,115.0,99,mayor,4,99,9999,jmc,ignorado,9,ignorado,hombre,21,20-24,2015,21412.0,,2015.0,3.0
diciembre,martes,15.0,22.0,2217.0,99,mayor,3,4,9999,jmc,ignorado,1,ignorado,hombre,67,60-64,2015,21413.0,,2015.0,3.0
diciembre,martes,15.0,22.0,2217.0,99,mayor,12,99,9999,jmc,ignorado,1,ignorado,hombre,33,30-34,2015,21414.0,,2015.0,3.0
diciembre,martes,15.0,22.0,2217.0,99,mayor,2,99,9999,jmc,ignorado,1,ignorado,mujer,40,40-44,2015,21415.0,,2015.0,3.0
diciembre,martes,23.0,19.0,1905.0,99,ignorado,5,2,9999,daihatsu,ignorado,1,ignorado,hombre,999,65-69,2015,21416.0,,2015.0,4.0
diciembre,martes,23.0,19.0,1905.0,99,mayor,4,1,9999,kinlon,ignorado,1,ignorado,hombre,32,30-34,2015,21417.0,,2015.0,4.0
diciembre,martes,18.0,5.0,501.0,99,mayor,6,3,9999,dodge,ignorado,1,ignorado,hombre,30,30-34,2015,21418.0,,2015.0,4.0
diciembre,martes,18.0,5.0,501.0,99,mayor,3,2,9999,land rover,ignorado,1,ignorado,hombre,52,50-54,2015,21419.0,,2015.0,4.0
diciembre,martes,17.0,5.0,507.0,99,mayor,3,2,2008,jumbo,ignorado,1,ignorado,hombre,21,20-24,2015,21420.0,,2015.0,3.0
diciembre,martes,17.0,5.0,507.0,99,mayor,4,5,9999,kinlon,ignorado,1,ignorado,hombre,23,20-24,2015,21421.0,,2015.0,3.0
diciembre,martes,16.0,10.0,1010.0,99,menor,4,1,9999,geo,ignorado,1,ignorado,hombre,17,15-19,2015,21422.0,,2015.0,3.0
diciembre,martes,16.0,10.0,1010.0,99,menor,18,99,9999,jmc,ignorado,1,ignorado,hombre,12,menor de 15,2015,21423.0,,2015.0,3.0
diciembre,martes,21.0,10.0,1014.0,99,menor,4,99,9999,jmc,ignorado,1,ignorado,hombre,15,15-19,2015,21424.0,,2015.0,4.0
diciembre,martes,14.0,16.0,1601.0,99,mayor,5,2,9999,gmc,ignorado,9,ignorado,hombre,30,30-34,2015,21425.0,,2015.0,3.0
diciembre,martes,14.0,16.0,1601.0,99,mayor,2,5,9999,gmc,ignorado,1,ignorado,hombre,69,60-64,2015,21426.0,,2015.0,3.0
diciembre,martes,22.0,15.0,1507.0,99,mayor,4,5,9999,kinlon,ignorado,1,ignorado,hombre,24,20-24,2015,21427.0,,2015.0,4.0
diciembre,martes,16.0,7.0,718.0,99,mayor,3,2,9999,land rover,ignorado,9,ignorado,hombre,34,30-34,2015,21428.0,,2015.0,3.0
diciembre,martes,12.0,4.0,401.0,99,mayor,1,99,1996,ford,ignorado,2,ignorado,hombre,38,35-39,2015,21429.0,,2015.0,3.0
diciembre,martes,12.0,4.0,401.0,99,ignorado,3,5,9999,land rover,ignorado,9,ignorado,ignorado,999,65-69,2015,21430.0,,2015.0,3.0
diciembre,miercoles,23.0,1.0,101.0,10,mayor,4,99,9999,kinlon,ignorado,9,ignorado,hombre,29,25-29,2015,21431.0,,2015.0,4.0
diciembre,miercoles,2.0,1.0,101.0,12,mayor,1,4,9999,jumbo,ignorado,1,ignorado,hombre,28,25-29,2015,21432.0,,2015.0,1.0
diciembre,miercoles,1.0,1.0,101.0,12,mayor,4,3,9999,jmc,ignorado,9,ignorado,hombre,35,35-39,2015,21433.0,,2015.0,1.0
diciembre,miercoles,21.0,1.0,115.0,12,mayor,1,2,9999,jeep,ignorado,1,ignorado,hombre,26,25-29,2015,21434.0,,2015.0,4.0
diciembre,miercoles,3.0,20.0,2001.0,99,ignorado,3,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21435.0,,2015.0,1.0
diciembre,miercoles,3.0,20.0,2001.0,99,ignorado,4,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21436.0,,2015.0,1.0
diciembre,miercoles,15.0,10.0,1012.0,99,mayor,3,9,1985,land rover,ignorado,2,ignorado,hombre,26,25-29,2015,21437.0,,2015.0,3.0
diciembre,miercoles,15.0,10.0,1012.0,99,menor,4,1,2013,tvs apache,ignorado,1,ignorado,hombre,16,15-19,2015,21438.0,,2015.0,3.0
diciembre,miercoles,10.0,12.0,1223.0,99,ignorado,3,11,9999,land rover,ignorado,9,ignorado,ignorado,999,65-69,2015,21439.0,,2015.0,2.0
diciembre,miercoles,19.0,12.0,1215.0,99,mayor,4,99,9999,kenworth,ignorado,1,ignorado,mujer,20,20-24,2015,21440.0,,2015.0,4.0
diciembre,miercoles,19.0,12.0,1215.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21441.0,,2015.0,4.0
diciembre,miercoles,15.0,13.0,1317.0,99,mayor,3,3,9999,land rover,ignorado,9,ignorado,hombre,38,35-39,2015,21442.0,,2015.0,3.0
diciembre,miercoles,1.0,8.0,801.0,99,mayor,2,99,9999,gmc,ignorado,9,ignorado,hombre,40,40-44,2015,21443.0,,2015.0,1.0
diciembre,miercoles,12.0,14.0,1406.0,99,mayor,3,2,9999,jumbo,ignorado,9,ignorado,hombre,40,40-44,2015,21444.0,,2015.0,3.0
diciembre,miercoles,17.0,4.0,416.0,99,mayor,3,3,1994,freedom,ignorado,1,ignorado,hombre,22,20-24,2015,21445.0,,2015.0,3.0
diciembre,miercoles,17.0,4.0,416.0,99,ignorado,4,6,2015,great wall,ignorado,1,ignorado,hombre,999,65-69,2015,21446.0,,2015.0,3.0
diciembre,miercoles,18.0,4.0,401.0,99,mayor,14,1,2013,tvs apache,ignorado,2,ignorado,hombre,29,25-29,2015,21447.0,,2015.0,4.0
diciembre,miercoles,18.0,4.0,401.0,99,ignorado,9,1,2005,land rover,ignorado,9,ignorado,ignorado,999,65-69,2015,21448.0,,2015.0,4.0
diciembre,miercoles,20.0,3.0,304.0,99,mayor,6,7,1995,jmc,ignorado,1,ignorado,hombre,27,25-29,2015,21449.0,,2015.0,4.0
diciembre,miercoles,20.0,3.0,304.0,99,mayor,3,4,2012,jumbo,ignorado,1,ignorado,hombre,28,25-29,2015,21450.0,,2015.0,4.0
diciembre,jueves,17.0,1.0,101.0,3,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21451.0,,2015.0,3.0
diciembre,jueves,17.0,1.0,101.0,3,mayor,4,99,9999,jmc,ignorado,9,ignorado,hombre,28,25-29,2015,21452.0,,2015.0,3.0
diciembre,jueves,5.0,1.0,101.0,18,mayor,1,1,9999,jmc,ignorado,9,ignorado,hombre,24,20-24,2015,21453.0,,2015.0,1.0
diciembre,jueves,5.0,1.0,101.0,18,mayor,6,9,9999,jmc,ignorado,1,ignorado,hombre,27,25-29,2015,21454.0,,2015.0,1.0
diciembre,jueves,22.0,1.0,101.0,12,mayor,4,5,9999,kenworth,ignorado,1,ignorado,hombre,27,25-29,2015,21455.0,,2015.0,4.0
diciembre,jueves,6.0,1.0,116.0,99,ignorado,12,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21456.0,,2015.0,2.0
diciembre,jueves,6.0,1.0,116.0,99,mayor,4,99,9999,jmc,ignorado,9,ignorado,hombre,35,35-39,2015,21457.0,,2015.0,2.0
diciembre,jueves,14.0,1.0,115.0,1,ignorado,3,2,9999,italika,ignorado,1,ignorado,hombre,999,65-69,2015,21458.0,,2015.0,3.0
diciembre,jueves,14.0,1.0,115.0,1,ignorado,4,1,9999,great wall,ignorado,1,ignorado,hombre,999,65-69,2015,21459.0,,2015.0,3.0
diciembre,jueves,14.0,19.0,1904.0,99,menor,4,1,9999,mci,ignorado,1,ignorado,hombre,17,15-19,2015,21460.0,,2015.0,3.0
diciembre,jueves,21.0,19.0,1905.0,99,mayor,4,99,9999,jmc,ignorado,1,ignorado,hombre,30,30-34,2015,21461.0,,2015.0,4.0
diciembre,jueves,16.0,5.0,501.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21462.0,,2015.0,3.0
diciembre,jueves,16.0,5.0,501.0,99,mayor,4,99,9999,jmc,ignorado,9,ignorado,hombre,25,25-29,2015,21463.0,,2015.0,3.0
diciembre,jueves,17.0,5.0,502.0,99,mayor,3,5,9999,land rover,ignorado,1,ignorado,hombre,28,25-29,2015,21464.0,,2015.0,3.0
diciembre,jueves,17.0,5.0,502.0,99,mayor,4,1,9999,kia,ignorado,1,ignorado,mujer,32,30-34,2015,21465.0,,2015.0,3.0
diciembre,jueves,16.0,11.0,1105.0,1,mayor,5,2,1992,freedom,ignorado,1,ignorado,hombre,26,25-29,2015,21466.0,,2015.0,3.0
diciembre,jueves,16.0,11.0,1105.0,1,ignorado,3,9,9999,daihatsu,ignorado,1,ignorado,ignorado,999,65-69,2015,21467.0,,2015.0,3.0
diciembre,jueves,4.0,9.0,901.0,99,mayor,4,2,9999,geo,ignorado,1,ignorado,hombre,26,25-29,2015,21468.0,,2015.0,1.0
diciembre,jueves,4.0,9.0,901.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21469.0,,2015.0,1.0
diciembre,jueves,16.0,9.0,920.0,99,ignorado,4,5,9999,kenworth,ignorado,1,ignorado,hombre,999,65-69,2015,21470.0,,2015.0,3.0
diciembre,jueves,19.0,16.0,1601.0,99,mayor,5,99,9999,jmc,ignorado,9,ignorado,hombre,29,25-29,2015,21471.0,,2015.0,4.0
diciembre,jueves,19.0,16.0,1616.0,99,mayor,5,2,9999,jmc,ignorado,1,ignorado,hombre,38,35-39,2015,21472.0,,2015.0,4.0
diciembre,jueves,19.0,16.0,1616.0,99,mayor,9,3,9999,jumbo,ignorado,1,ignorado,hombre,28,25-29,2015,21473.0,,2015.0,4.0
diciembre,jueves,7.0,18.0,1804.0,99,mayor,4,4,9999,avanti,ignorado,9,ignorado,hombre,39,35-39,2015,21474.0,,2015.0,2.0
diciembre,jueves,23.0,18.0,1802.0,99,mayor,4,1,9999,kinlon,ignorado,2,ignorado,hombre,21,20-24,2015,21475.0,,2015.0,4.0
diciembre,jueves,18.0,7.0,704.0,99,mayor,4,4,9999,geo,ignorado,9,ignorado,hombre,25,25-29,2015,21476.0,,2015.0,4.0
diciembre,jueves,18.0,7.0,704.0,99,ignorado,1,3,9999,italika,ignorado,9,ignorado,ignorado,999,65-69,2015,21477.0,,2015.0,4.0
diciembre,jueves,15.0,4.0,401.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21478.0,,2015.0,3.0
diciembre,jueves,15.0,4.0,401.0,99,mayor,4,99,9999,jmc,ignorado,2,ignorado,hombre,31,30-34,2015,21479.0,,2015.0,3.0
diciembre,jueves,20.0,3.0,312.0,99,mayor,4,5,2013,kenworth,ignorado,1,ignorado,hombre,62,60-64,2015,21480.0,,2015.0,4.0
diciembre,jueves,20.0,3.0,312.0,99,mayor,1,9,1989,land rover,ignorado,1,ignorado,hombre,28,25-29,2015,21481.0,,2015.0,4.0
diciembre,jueves,22.0,3.0,308.0,99,mayor,1,5,2003,mahindra,ignorado,1,ignorado,mujer,63,60-64,2015,21482.0,,2015.0,4.0
diciembre,jueves,22.0,3.0,308.0,99,ignorado,1,5,2002,land rover,ignorado,1,ignorado,hombre,999,65-69,2015,21483.0,,2015.0,4.0
mayo,viernes,10.0,18.0,1801.0,99,mayor,1,1,9999,jmc,ignorado,9,ignorado,hombre,21,20-24,2015,21484.0,,2015.0,2.0
mayo,viernes,19.0,17.0,1713.0,99,menor,4,4,9999,kinlon,ignorado,9,ignorado,hombre,16,15-19,2015,21485.0,,2015.0,4.0
enero,jueves,0.0,1.0,103.0,1,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21486.0,,2015.0,1.0
enero,jueves,12.0,1.0,108.0,6,mayor,4,1,2013,datsun,ignorado,1,ignorado,hombre,24,20-24,2015,21487.0,,2015.0,3.0
enero,jueves,23.0,1.0,110.0,99,mayor,4,2,9999,tvs apache,ignorado,1,ignorado,hombre,28,25-29,2015,21488.0,,2015.0,4.0
enero,jueves,23.0,1.0,101.0,19,mayor,4,3,9999,datsun,ignorado,1,ignorado,hombre,21,20-24,2015,21489.0,,2015.0,4.0
enero,jueves,23.0,19.0,1901.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21490.0,,2015.0,4.0
enero,jueves,3.0,10.0,1001.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21491.0,,2015.0,1.0
enero,jueves,4.0,10.0,1010.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21492.0,,2015.0,1.0
enero,viernes,19.0,1.0,115.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21493.0,,2015.0,4.0
enero,viernes,8.0,1.0,110.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21494.0,,2015.0,2.0
enero,viernes,1.0,11.0,1101.0,99,mayor,13,99,9999,jmc,ignorado,1,ignorado,hombre,31,30-34,2015,21495.0,,2015.0,1.0
enero,viernes,15.0,12.0,1217.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21496.0,,2015.0,3.0
enero,viernes,11.0,16.0,1601.0,99,mayor,9,6,9999,land rover,ignorado,1,ignorado,hombre,24,20-24,2015,21497.0,,2015.0,2.0
enero,sabado,21.0,1.0,101.0,4,ignorado,1,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21498.0,,2015.0,4.0
enero,sabado,11.0,1.0,101.0,10,mayor,5,2,2007,jeep,ignorado,1,ignorado,hombre,37,35-39,2015,21499.0,,2015.0,2.0
enero,sabado,11.0,1.0,101.0,21,mayor,99,99,9999,jmc,ignorado,9,ignorado,hombre,24,20-24,2015,21500.0,,2015.0,2.0
enero,sabado,17.0,1.0,114.0,99,mayor,1,4,1997,genesis,ignorado,9,ignorado,hombre,32,30-34,2015,21501.0,,2015.0,3.0
enero,sabado,19.0,20.0,2005.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21502.0,,2015.0,4.0
enero,sabado,8.0,9.0,901.0,3,mayor,11,2,9999,daewoo,ignorado,9,ignorado,hombre,30,30-34,2015,21503.0,,2015.0,2.0
enero,sabado,20.0,2.0,204.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21504.0,,2015.0,4.0
enero,sabado,18.0,7.0,706.0,99,ignorado,3,10,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21505.0,,2015.0,4.0
enero,domingo,21.0,1.0,108.0,1,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21506.0,,2015.0,4.0
enero,domingo,18.0,1.0,108.0,6,ignorado,1,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21507.0,,2015.0,4.0
enero,domingo,21.0,20.0,2007.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21508.0,,2015.0,4.0
enero,domingo,23.0,6.0,601.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21509.0,,2015.0,4.0
enero,domingo,11.0,16.0,1606.0,99,ignorado,4,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21510.0,,2015.0,2.0
enero,domingo,21.0,15.0,1502.0,99,mayor,4,5,9999,kinlon,ignorado,2,ignorado,hombre,20,20-24,2015,21511.0,,2015.0,4.0
enero,domingo,11.0,2.0,207.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21512.0,,2015.0,2.0
enero,domingo,19.0,18.0,1801.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21513.0,,2015.0,4.0
enero,domingo,19.0,17.0,1712.0,99,ignorado,4,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21514.0,,2015.0,4.0
enero,domingo,17.0,4.0,405.0,99,mayor,4,3,2010,tvs apache,ignorado,2,ignorado,hombre,21,20-24,2015,21515.0,,2015.0,3.0
enero,lunes,18.0,22.0,2214.0,99,mayor,3,8,9999,jumbo,ignorado,9,ignorado,hombre,63,60-64,2015,21516.0,,2015.0,4.0
enero,lunes,21.0,19.0,1901.0,99,mayor,2,2,2000,jeep,ignorado,9,ignorado,hombre,33,30-34,2015,21517.0,,2015.0,4.0
enero,lunes,20.0,11.0,1105.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21518.0,,2015.0,4.0
enero,lunes,6.0,9.0,901.0,99,ignorado,1,3,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21519.0,,2015.0,2.0
enero,lunes,18.0,4.0,412.0,99,ignorado,4,16,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21520.0,,2015.0,4.0
enero,martes,9.0,21.0,2101.0,99,mayor,3,2,1983,land rover,ignorado,1,ignorado,hombre,56,55-59,2015,21521.0,,2015.0,2.0
enero,martes,22.0,9.0,923.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21522.0,,2015.0,4.0
enero,martes,22.0,13.0,1320.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21523.0,,2015.0,4.0
enero,martes,8.0,3.0,314.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21524.0,,2015.0,2.0
enero,miercoles,10.0,1.0,101.0,1,mayor,6,2,1985,daihatsu,ignorado,9,ignorado,hombre,35,35-39,2015,21525.0,,2015.0,2.0
enero,miercoles,17.0,1.0,101.0,1,mayor,11,2,2006,land rover,ignorado,1,ignorado,hombre,30,30-34,2015,21526.0,,2015.0,3.0
enero,miercoles,8.0,1.0,115.0,5,mayor,4,3,2004,jumbo,ignorado,9,ignorado,hombre,27,25-29,2015,21527.0,,2015.0,2.0
enero,miercoles,16.0,21.0,2107.0,99,mayor,5,1,1995,daihatsu,ignorado,9,ignorado,hombre,22,20-24,2015,21528.0,,2015.0,3.0
enero,miercoles,2.0,5.0,501.0,1,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21529.0,,2015.0,1.0
enero,miercoles,15.0,5.0,501.0,4,mayor,7,7,9999,alfa romeo,ignorado,1,ignorado,hombre,64,60-64,2015,21530.0,,2015.0,3.0
enero,miercoles,0.0,10.0,1001.0,99,ignorado,6,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21531.0,,2015.0,1.0
enero,miercoles,20.0,13.0,1302.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21532.0,,2015.0,4.0
enero,miercoles,9.0,16.0,1601.0,99,ignorado,4,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21533.0,,2015.0,2.0
enero,jueves,13.0,1.0,101.0,18,mayor,9,3,2003,jeep,ignorado,9,ignorado,hombre,26,25-29,2015,21534.0,,2015.0,3.0
enero,jueves,13.0,22.0,2215.0,99,mayor,9,99,9999,jmc,ignorado,9,ignorado,hombre,34,30-34,2015,21535.0,,2015.0,3.0
enero,jueves,19.0,5.0,505.0,99,mayor,1,2,1995,italika,ignorado,1,ignorado,hombre,44,40-44,2015,21536.0,,2015.0,4.0
enero,jueves,15.0,6.0,601.0,99,mayor,5,2,9999,freightliner,ignorado,1,ignorado,hombre,34,30-34,2015,21537.0,,2015.0,3.0
enero,jueves,22.0,10.0,1010.0,99,ignorado,3,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21538.0,,2015.0,4.0
enero,jueves,21.0,9.0,901.0,7,ignorado,1,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21539.0,,2015.0,4.0
enero,jueves,13.0,4.0,403.0,99,ignorado,1,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21540.0,,2015.0,3.0
enero,viernes,13.0,1.0,115.0,12,menor,3,6,9999,daihatsu,ignorado,1,ignorado,mujer,17,15-19,2015,21541.0,,2015.0,3.0
enero,viernes,6.0,1.0,108.0,4,mayor,5,2,1986,freightliner,ignorado,1,ignorado,hombre,33,30-34,2015,21542.0,,2015.0,2.0
enero,viernes,16.0,5.0,501.0,99,mayor,4,1,9999,mci,ignorado,1,ignorado,hombre,43,40-44,2015,21543.0,,2015.0,3.0
enero,viernes,22.0,5.0,501.0,99,ignorado,7,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21544.0,,2015.0,4.0
enero,viernes,15.0,6.0,602.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21545.0,,2015.0,3.0
enero,viernes,15.0,6.0,602.0,99,ignorado,5,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21546.0,,2015.0,3.0
enero,viernes,7.0,13.0,1308.0,99,ignorado,9,2,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21547.0,,2015.0,2.0
enero,viernes,4.0,7.0,701.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21548.0,,2015.0,1.0
enero,sabado,14.0,1.0,108.0,6,mayor,4,5,2012,geo,ignorado,9,ignorado,hombre,20,20-24,2015,21549.0,,2015.0,3.0
enero,sabado,8.0,22.0,2215.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21550.0,,2015.0,2.0
enero,sabado,23.0,22.0,2201.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21551.0,,2015.0,4.0
enero,sabado,18.0,5.0,506.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21552.0,,2015.0,4.0
enero,sabado,23.0,16.0,1609.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21553.0,,2015.0,4.0
enero,domingo,14.0,1.0,113.0,99,ignorado,3,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21554.0,,2015.0,3.0
enero,domingo,20.0,1.0,114.0,99,ignorado,3,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21555.0,,2015.0,4.0
enero,domingo,14.0,21.0,2101.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21556.0,,2015.0,3.0
enero,domingo,4.0,20.0,2001.0,1,mayor,4,3,2013,tvs apache,ignorado,9,ignorado,hombre,22,20-24,2015,21557.0,,2015.0,1.0
enero,domingo,19.0,9.0,901.0,99,ignorado,5,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21558.0,,2015.0,4.0
enero,lunes,3.0,10.0,1010.0,99,ignorado,9,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21559.0,,2015.0,1.0
enero,lunes,13.0,16.0,1601.0,99,mayor,9,2,9999,jumbo,ignorado,9,ignorado,hombre,32,30-34,2015,21560.0,,2015.0,3.0
enero,lunes,3.0,3.0,301.0,99,mayor,7,1,9999,jmc,ignorado,9,ignorado,hombre,61,60-64,2015,21561.0,,2015.0,1.0
enero,martes,6.0,1.0,115.0,99,mayor,4,1,2012,geo,ignorado,9,ignorado,hombre,22,20-24,2015,21562.0,,2015.0,2.0
enero,martes,0.0,1.0,110.0,99,ignorado,99,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21563.0,,2015.0,1.0
enero,martes,12.0,8.0,801.0,99,mayor,9,2,9999,land rover,ignorado,9,ignorado,hombre,41,40-44,2015,21564.0,,2015.0,3.0
enero,miercoles,20.0,1.0,101.0,13,mayor,1,1,9999,jmc,ignorado,9,ignorado,mujer,27,25-29,2015,21565.0,,2015.0,4.0
enero,miercoles,22.0,5.0,506.0,99,mayor,4,1,9999,tvs apache,ignorado,9,ignorado,hombre,44,40-44,2015,21566.0,,2015.0,4.0
enero,miercoles,14.0,13.0,1317.0,99,mayor,8,3,1979,land rover,ignorado,9,ignorado,hombre,58,55-59,2015,21567.0,,2015.0,3.0
enero,miercoles,20.0,16.0,1602.0,99,mayor,14,1,9999,tvs apache,ignorado,9,ignorado,hombre,24,20-24,2015,21568.0,,2015.0,4.0
enero,miercoles,17.0,17.0,1708.0,99,ignorado,5,99,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21569.0,,2015.0,3.0
enero,miercoles,10.0,3.0,304.0,99,ignorado,7,1,9999,jmc,ignorado,9,ignorado,ignorado,999,65-69,2015,21570.0,,2015.0,2.0
