mes_ocu,dia_sem_ocu,hora_ocu,g_hora,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,color_veh,modelo_veh,marca_veh,tipo_eve,anio_ocu_file,num_corre,anio_ocu_dataset,anio_ocu
enero,martes,3.0,1,1.0,106.0,,pick up,ignorado,9999,jmc,choque,2013,1.0,,2013.0
enero,martes,5.0,1,1.0,101.0,,automovil,blanco,2010,avanti,choque,2013,2.0,,2013.0
enero,martes,3.0,1,1.0,108.0,,automovil,gris,9999,genesis,colision,2013,3.0,,2013.0
enero,martes,0.0,1,19.0,1901.0,,motocicleta,rojo,2012,great wall,choque,2013,4.0,,2013.0
enero,martes,18.0,4,19.0,1901.0,,pick up,rojo,9999,land rover,vuelco,2013,5.0,,2013.0
enero,martes,0.0,1,5.0,502.0,,motocicleta,negro,2001,tvs apache,choque,2013,6.0,,2013.0
enero,martes,11.0,2,9.0,901.0,,camioneta,negro,9999,land rover,choque,2013,7.0,,2013.0
enero,martes,1.0,1,12.0,1217.0,,camion,verde,1992,jeep,colision,2013,8.0,,2013.0
enero,martes,7.0,2,13.0,1322.0,,pick up,ignorado,9999,land rover,vuelco,2013,9.0,,2013.0
enero,martes,8.0,2,16.0,1604.0,,camion,blanco,1999,freightliner,choque,2013,10.0,,2013.0
enero,martes,3.0,1,18.0,1801.0,,motocicleta,ignorado,9999,jmc,choque,2013,11.0,,2013.0
enero,martes,4.0,1,3.0,301.0,,motocicleta,ignorado,9999,jmc,choque,2013,12.0,,2013.0
enero,martes,2.0,1,3.0,308.0,,motocicleta,negro,9999,jmc,choque,2013,13.0,,2013.0
enero,miercoles,15.0,3,1.0,101.0,,pick up,blanco,2008,land rover,colision,2013,14.0,,2013.0
enero,miercoles,7.0,2,1.0,101.0,,bus urbano,verde,9999,jmc,colision,2013,15.0,,2013.0
enero,miercoles,22.0,4,1.0,101.0,,taxi,blanco,9999,genesis,colision,2013,16.0,,2013.0
enero,miercoles,7.0,2,5.0,501.0,,camion,blanco,1999,land rover,colision,2013,17.0,,2013.0
enero,miercoles,10.0,2,6.0,611.0,,bus urbano,ignorado,9999,jmc,vuelco,2013,18.0,,2013.0
enero,miercoles,18.0,4,13.0,1301.0,,motocicleta,azul,9999,kenworth,colision,2013,19.0,,2013.0
enero,miercoles,10.0,2,16.0,1608.0,,bus urbano,amarillo,1995,daihatsu,vuelco,2013,20.0,,2013.0
enero,jueves,11.0,2,1.0,101.0,,bus urbano,rojo,9999,jmc,colision,2013,21.0,,2013.0
enero,jueves,21.0,4,1.0,108.0,,pick up,blanco,9999,jeep,colision,2013,22.0,,2013.0
enero,jueves,14.0,3,5.0,501.0,,camion,blanco,9999,jmc,colision,2013,23.0,,2013.0
enero,jueves,19.0,4,9.0,917.0,,camioneta,corinto,9999,chrysler,colision,2013,24.0,,2013.0
enero,jueves,20.0,4,13.0,1301.0,,pick up,azul,9999,land rover,vuelco,2013,25.0,,2013.0
enero,jueves,22.0,4,2.0,203.0,,microbus,blanco,9999,genesis,colision,2013,26.0,,2013.0
enero,jueves,16.0,3,7.0,701.0,,microbus,gris,9999,genesis,vuelco,2013,27.0,,2013.0
enero,viernes,17.0,3,1.0,101.0,,automovil,blanco,9999,italika,colision,2013,28.0,,2013.0
enero,viernes,7.0,2,1.0,101.0,,motocicleta,ignorado,9999,jmc,vuelco,2013,29.0,,2013.0
enero,viernes,6.0,2,20.0,2008.0,,tractor,amarillo,9999,jmc,colision,2013,30.0,,2013.0
enero,viernes,15.0,3,5.0,501.0,,automovil,gris,9999,geo,colision,2013,31.0,,2013.0
enero,viernes,8.0,2,10.0,1001.0,,jeep,blanco,9999,kinlon,colision,2013,32.0,,2013.0
enero,viernes,20.0,4,9.0,901.0,,camioneta,gris,2002,kinlon,colision,2013,33.0,,2013.0
enero,viernes,18.0,4,15.0,1501.0,,automovil,ignorado,9999,jmc,vuelco,2013,34.0,,2013.0
enero,viernes,14.0,3,2.0,205.0,,pick up,corinto,1987,jmc,caida,2013,35.0,,2013.0
enero,viernes,17.0,3,7.0,701.0,,camioneta,anaranjado,9999,kinlon,vuelco,2013,36.0,,2013.0
enero,sabado,8.0,2,1.0,103.0,,camion,blanco,1995,jumbo,colision,2013,37.0,,2013.0
enero,sabado,12.0,3,20.0,2001.0,,motocicleta,corinto,9999,jmc,colision,2013,38.0,,2013.0
enero,sabado,8.0,2,10.0,1001.0,,camion,azul,1997,dodge,colision,2013,39.0,,2013.0
enero,sabado,7.0,2,9.0,919.0,,bus extraurbano,ignorado,9999,jmc,caida,2013,40.0,,2013.0
enero,sabado,9.0,2,13.0,1301.0,,pick up,rojo,9999,land rover,choque,2013,41.0,,2013.0
enero,sabado,23.0,4,2.0,201.0,,cabezal,verde,1996,dodge,colision,2013,42.0,,2013.0
enero,sabado,16.0,3,18.0,1804.0,,camioneta,gris,1997,land rover,colision,2013,43.0,,2013.0
enero,domingo,9.0,2,1.0,101.0,,pick up,blanco,9999,land rover,colision,2013,44.0,,2013.0
enero,domingo,0.0,1,1.0,101.0,,automovil,negro,9999,italika,choque,2013,45.0,,2013.0
enero,domingo,8.0,2,19.0,1907.0,,motocicleta,ignorado,9999,kinlon,vuelco,2013,46.0,,2013.0
enero,domingo,11.0,2,5.0,501.0,,cabezal,blanco,1999,dodge,colision,2013,47.0,,2013.0
enero,domingo,19.0,4,10.0,1001.0,,motocicleta,gris,2007,jmc,vuelco,2013,48.0,,2013.0
enero,domingo,23.0,4,11.0,1101.0,,pick up,gris,9999,gmc,choque,2013,49.0,,2013.0
enero,domingo,17.0,3,13.0,1301.0,,camioneta,negro,9999,land rover,choque,2013,50.0,,2013.0
enero,domingo,0.0,1,8.0,805.0,,bus extraurbano,beige,9999,jmc,vuelco,2013,51.0,,2013.0
enero,domingo,20.0,4,2.0,203.0,,automovil,blanco,2003,mahindra,vuelco,2013,52.0,,2013.0
enero,domingo,22.0,4,14.0,1404.0,,pick up,blanco,1995,land rover,colision,2013,53.0,,2013.0
enero,domingo,13.0,3,4.0,403.0,,pick up,gris,1994,land rover,choque,2013,54.0,,2013.0
enero,lunes,5.0,1,1.0,101.0,,cabezal,rojo,1995,infiniti,colision,2013,55.0,,2013.0
enero,lunes,17.0,3,22.0,2201.0,,automovil,azul,9999,italika,choque,2013,56.0,,2013.0
enero,lunes,19.0,4,22.0,2201.0,,camioneta,corinto,2000,avanti,vuelco,2013,57.0,,2013.0
enero,lunes,13.0,3,10.0,1015.0,,mototaxi,rojo,2007,tvs apache,vuelco,2013,58.0,,2013.0
enero,lunes,15.0,3,9.0,921.0,,motocicleta,ignorado,2012,tvs apache,vuelco,2013,59.0,,2013.0
enero,lunes,11.0,2,8.0,805.0,,pick up,ignorado,9999,land rover,colision,2013,60.0,,2013.0
enero,lunes,2.0,1,3.0,314.0,,motocicleta,rojo,9999,jmc,choque,2013,61.0,,2013.0
enero,martes,12.0,3,19.0,1901.0,,mototaxi,ignorado,9999,jmc,vuelco,2013,62.0,,2013.0
enero,martes,11.0,2,1.0,117.0,,camion,blanco,9999,alfa romeo,colision,2013,63.0,,2013.0
enero,martes,6.0,2,4.0,416.0,,pick up,azul,9999,land rover,colision,2013,64.0,,2013.0
enero,martes,17.0,3,19.0,1908.0,,mototaxi,rojo,9999,tvs apache,colision,2013,65.0,,2013.0
enero,martes,19.0,4,12.0,1222.0,,pick up,corinto,9999,land rover,choque,2013,66.0,,2013.0
enero,miercoles,7.0,2,1.0,101.0,,bus urbano,ignorado,9999,alfa romeo,colision,2013,67.0,,2013.0
enero,miercoles,8.0,2,7.0,704.0,,microbus,blanco,9999,land rover,vuelco,2013,68.0,,2013.0
enero,jueves,8.0,2,1.0,101.0,,pick up,rojo,1984,avanti,colision,2013,69.0,,2013.0
enero,jueves,15.0,3,1.0,101.0,,camioneta,azul,9999,jeep,colision,2013,70.0,,2013.0
enero,jueves,11.0,2,20.0,2004.0,,pick up,verde,9999,jeep,vuelco,2013,71.0,,2013.0
enero,jueves,7.0,2,6.0,601.0,,microbus,gris,2009,jeep,colision,2013,72.0,,2013.0
enero,jueves,20.0,4,10.0,1001.0,,automovil,blanco,1999,jeep,colision,2013,73.0,,2013.0
enero,jueves,20.0,4,10.0,1001.0,,motocicleta,negro,9999,tvs apache,vuelco,2013,74.0,,2013.0
enero,jueves,14.0,3,12.0,1202.0,,microbus,ignorado,2009,land rover,colision,2013,75.0,,2013.0
enero,jueves,4.0,1,16.0,1609.0,,automovil,blanco,2007,jeep,colision,2013,76.0,,2013.0
enero,jueves,20.0,4,14.0,1401.0,,pick up,celeste,1981,land rover,choque,2013,77.0,,2013.0
enero,jueves,5.0,1,4.0,401.0,,motocicleta,rojo,9999,tvs apache,choque,2013,78.0,,2013.0
enero,viernes,9.0,2,1.0,101.0,,automovil,gris,9999,jeep,colision,2013,79.0,,2013.0
enero,viernes,7.0,2,1.0,102.0,,camion,blanco,9999,daihatsu,colision,2013,80.0,,2013.0
enero,viernes,1.0,1,1.0,101.0,,automovil,gris,9999,geo,choque,2013,81.0,,2013.0
enero,viernes,19.0,4,1.0,115.0,,pick up,rojo,9999,land rover,colision,2013,82.0,,2013.0
enero,viernes,18.0,4,5.0,509.0,,motocicleta,corinto,9999,tvs apache,colision,2013,83.0,,2013.0
enero,viernes,8.0,2,10.0,1002.0,,automovil,verde,1996,land rover,colision,2013,84.0,,2013.0
enero,viernes,4.0,1,12.0,1201.0,,pick up,blanco,1997,jeep,choque,2013,85.0,,2013.0
enero,viernes,5.0,1,16.0,1613.0,,camion,ignorado,9999,jmc,colision,2013,86.0,,2013.0
enero,viernes,16.0,3,18.0,1805.0,,camion,negro,9999,daihatsu,choque,2013,87.0,,2013.0
enero,viernes,16.0,3,18.0,1801.0,,automovil,rojo,2000,italika,colision,2013,88.0,,2013.0
enero,viernes,19.0,4,7.0,706.0,,automovil,blanco,9999,avanti,colision,2013,89.0,,2013.0
enero,sabado,23.0,4,1.0,101.0,,automovil,gris,1999,jumbo,colision,2013,90.0,,2013.0
enero,sabado,1.0,1,1.0,101.0,,automovil,negro,1993,ford,choque,2013,91.0,,2013.0
enero,sabado,21.0,4,1.0,101.0,,bus urbano,blanco,9999,jmc,colision,2013,92.0,,2013.0
enero,sabado,9.0,2,1.0,101.0,,motocicleta,ignorado,9999,jmc,colision,2013,93.0,,2013.0
enero,sabado,18.0,4,1.0,107.0,,motocicleta,ignorado,9999,jmc,vuelco,2013,94.0,,2013.0
enero,sabado,21.0,4,1.0,101.0,,ignorado,ignorado,9999,jmc,colision,2013,95.0,,2013.0
enero,sabado,2.0,1,1.0,101.0,,automovil,beige,9999,land rover,colision,2013,96.0,,2013.0
enero,sabado,23.0,4,1.0,101.0,,automovil,rojo,9999,land rover,colision,2013,97.0,,2013.0
enero,sabado,19.0,4,1.0,101.0,,automovil,beige,1987,land rover,colision,2013,98.0,,2013.0
enero,sabado,9.0,2,17.0,1701.0,,mototaxi,ignorado,2006,tvs apache,colision,2013,99.0,,2013.0
enero,sabado,2.0,1,17.0,1701.0,,motocicleta,ignorado,9999,jmc,choque,2013,100.0,,2013.0
enero,domingo,20.0,4,1.0,101.0,,camioneta,azul,1999,daihatsu,colision,2013,101.0,,2013.0
enero,domingo,15.0,3,1.0,108.0,,automovil,negro,9999,jmc,colision,2013,102.0,,2013.0
enero,domingo,18.0,4,20.0,2001.0,,pick up,ignorado,9999,jmc,vuelco,2013,103.0,,2013.0
enero,domingo,19.0,4,5.0,501.0,,cabezal,ignorado,9999,alfa romeo,colision,2013,104.0,,2013.0
enero,domingo,15.0,3,6.0,613.0,,automovil,beige,9999,geo,colision,2013,105.0,,2013.0
enero,domingo,11.0,2,6.0,601.0,,pick up,rojo,9999,jmc,choque,2013,106.0,,2013.0
enero,domingo,19.0,4,10.0,1002.0,,pick up,azul,1984,land rover,colision,2013,107.0,,2013.0
enero,domingo,3.0,1,10.0,1010.0,,motocicleta,rojo,2009,tvs apache,choque,2013,108.0,,2013.0
enero,domingo,4.0,1,12.0,1201.0,,motocicleta,gris,2012,italika,choque,2013,109.0,,2013.0
enero,domingo,21.0,4,2.0,201.0,,cabezal,rojo,1998,dodge,colision,2013,110.0,,2013.0
enero,domingo,23.0,4,4.0,403.0,,camion,blanco,9999,alfa romeo,colision,2013,111.0,,2013.0
enero,lunes,20.0,4,22.0,2214.0,,pick up,anaranjado,9999,land rover,colision,2013,112.0,,2013.0
enero,lunes,6.0,2,5.0,508.0,,panel,blanco,9999,jmc,choque,2013,113.0,,2013.0
enero,lunes,7.0,2,6.0,603.0,,pick up,negro,9999,jmc,vuelco,2013,114.0,,2013.0
enero,lunes,19.0,4,13.0,1301.0,,pick up,blanco,9999,chrysler,choque,2013,115.0,,2013.0
enero,lunes,12.0,3,16.0,1609.0,,camion,blanco,9999,freightliner,colision,2013,116.0,,2013.0
enero,lunes,0.0,1,4.0,416.0,,automovil,azul,9999,italika,choque,2013,117.0,,2013.0
enero,martes,4.0,1,1.0,101.0,,camion,blanco,1988,jaguar,colision,2013,118.0,,2013.0
enero,martes,2.0,1,1.0,116.0,,automovil,ignorado,9999,changan,colision,2013,119.0,,2013.0
enero,martes,21.0,4,21.0,2101.0,,motocicleta,rojo,2007,kinlon,colision,2013,120.0,,2013.0
enero,martes,17.0,3,20.0,2001.0,,automovil,rojo,1992,italika,colision,2013,121.0,,2013.0
enero,martes,16.0,3,6.0,608.0,,motocicleta,ignorado,9999,jmc,vuelco,2013,122.0,,2013.0
enero,martes,19.0,4,8.0,801.0,,pick up,gris,9999,land rover,choque,2013,123.0,,2013.0
enero,martes,2.0,1,16.0,1601.0,,automovil,cafe,1984,land rover,choque,2013,124.0,,2013.0
enero,miercoles,13.0,3,1.0,101.0,,automovil,azul,9999,daihatsu,colision,2013,125.0,,2013.0
enero,miercoles,16.0,3,1.0,101.0,,camioneta,azul,9999,internacional,colision,2013,126.0,,2013.0
enero,miercoles,4.0,1,1.0,101.0,,ignorado,ignorado,9999,jmc,choque,2013,127.0,,2013.0
enero,miercoles,1.0,1,1.0,101.0,,automovil,gris,2012,kenworth,colision,2013,128.0,,2013.0
enero,miercoles,7.0,2,1.0,115.0,,bus urbano,ignorado,9999,daihatsu,colision,2013,129.0,,2013.0
enero,miercoles,20.0,4,5.0,501.0,,automovil,azul,9999,land rover,colision,2013,130.0,,2013.0
enero,miercoles,14.0,3,10.0,1018.0,,pick up,rojo,9999,land rover,vuelco,2013,131.0,,2013.0
enero,miercoles,20.0,4,9.0,902.0,,motocicleta,azul,9999,tvs apache,choque,2013,132.0,,2013.0
enero,miercoles,19.0,4,16.0,1601.0,,automovil,gris,9999,jumbo,colision,2013,133.0,,2013.0
enero,miercoles,11.0,2,2.0,203.0,,pick up,negro,9999,land rover,colision,2013,134.0,,2013.0
enero,miercoles,19.0,4,7.0,713.0,,microbus,rojo,9999,land rover,colision,2013,135.0,,2013.0
enero,miercoles,7.0,2,4.0,406.0,,pick up,rojo,9999,land rover,colision,2013,136.0,,2013.0
enero,jueves,0.0,1,1.0,108.0,,automovil,rojo,2012,italika,colision,2013,137.0,,2013.0
enero,jueves,15.0,3,1.0,102.0,,motocicleta,rojo,2012,kenworth,colision,2013,138.0,,2013.0
enero,jueves,16.0,3,1.0,101.0,,cabezal,ignorado,9999,jmc,colision,2013,139.0,,2013.0
enero,jueves,13.0,3,5.0,502.0,,automovil,negro,2007,land rover,colision,2013,140.0,,2013.0
enero,jueves,16.0,3,6.0,601.0,,bus extraurbano,amarillo,9999,alfa romeo,colision,2013,141.0,,2013.0
enero,jueves,17.0,3,12.0,1218.0,,camioneta,verde,1995,land rover,choque,2013,142.0,,2013.0
enero,jueves,10.0,2,2.0,201.0,,pick up,gris,1995,jumbo,choque,2013,143.0,,2013.0
enero,jueves,16.0,3,3.0,304.0,,camion,rojo,1986,jaguar,colision,2013,144.0,,2013.0
enero,jueves,20.0,4,1.0,101.0,,automovil,cafe,2000,italika,colision,2013,145.0,,2013.0
enero,jueves,19.0,4,5.0,501.0,,pick up,beige,9999,land rover,vuelco,2013,146.0,,2013.0
enero,jueves,22.0,4,9.0,922.0,,motocicleta,ignorado,9999,jmc,colision,2013,147.0,,2013.0
enero,jueves,8.0,2,16.0,1612.0,,mototaxi,ignorado,9999,jmc,choque,2013,148.0,,2013.0
enero,viernes,18.0,4,1.0,101.0,,automovil,blanco,2004,land rover,colision,2013,149.0,,2013.0
enero,viernes,22.0,4,6.0,614.0,,automovil,gris,9999,italika,choque,2013,150.0,,2013.0
enero,viernes,2.0,1,9.0,901.0,,microbus,blanco,2007,jmc,choque,2013,151.0,,2013.0
enero,viernes,14.0,3,9.0,901.0,,motocicleta,azul,9999,kinlon,colision,2013,152.0,,2013.0
enero,viernes,21.0,4,8.0,802.0,,camion,blanco,9999,gmc,colision,2013,153.0,,2013.0
enero,viernes,12.0,3,14.0,1401.0,,mototaxi,rojo,2010,tvs apache,colision,2013,154.0,,2013.0
enero,sabado,23.0,4,1.0,101.0,,motocicleta,ignorado,9999,jmc,choque,2013,155.0,,2013.0
enero,sabado,1.0,1,1.0,115.0,,pick up,blanco,9999,gmc,choque,2013,156.0,,2013.0
enero,sabado,3.0,1,1.0,101.0,,automovil,negro,9999,jmc,colision,2013,157.0,,2013.0
enero,sabado,13.0,3,5.0,502.0,,automovil,gris,9999,jumbo,colision,2013,158.0,,2013.0
enero,sabado,21.0,4,6.0,602.0,,pick up,gris,9999,italika,choque,2013,159.0,,2013.0
enero,sabado,11.0,2,2.0,201.0,,camion,blanco,9999,freightliner,colision,2013,160.0,,2013.0
enero,sabado,20.0,4,2.0,208.0,,pick up,ignorado,1989,jmc,colision,2013,161.0,,2013.0
enero,sabado,22.0,4,7.0,706.0,,pick up,negro,9999,land rover,choque,2013,162.0,,2013.0
enero,domingo,23.0,4,1.0,101.0,,automovil,rojo,2007,jeep,colision,2013,163.0,,2013.0
enero,domingo,0.0,1,1.0,101.0,,motocicleta,rojo,9999,tvs apache,choque,2013,164.0,,2013.0
enero,domingo,2.0,1,1.0,101.0,,motocicleta,ignorado,9999,jmc,vuelco,2013,165.0,,2013.0
enero,domingo,2.0,1,1.0,101.0,,automovil,rojo,1995,mahindra,colision,2013,166.0,,2013.0
enero,domingo,2.0,1,1.0,101.0,,automovil,ignorado,2000,italika,choque,2013,167.0,,2013.0
enero,domingo,2.0,1,1.0,115.0,,camioneta,ignorado,9999,jmc,colision,2013,168.0,,2013.0
enero,domingo,3.0,1,1.0,116.0,,automovil,blanco,9999,land rover,colision,2013,169.0,,2013.0
enero,domingo,6.0,2,22.0,2217.0,,mototaxi,rojo,2005,jmc,vuelco,2013,170.0,,2013.0
enero,domingo,16.0,3,22.0,2212.0,,pick up,negro,1989,land rover,vuelco,2013,171.0,,2013.0
enero,domingo,11.0,2,20.0,2007.0,,automovil,gris,2005,italika,colision,2013,172.0,,2013.0
enero,domingo,2.0,1,5.0,511.0,,automovil,celeste,1989,jmc,colision,2013,173.0,,2013.0
enero,domingo,7.0,2,5.0,509.0,,motocicleta,ignorado,9999,jmc,choque,2013,174.0,,2013.0
enero,domingo,0.0,1,9.0,904.0,,pick up,rojo,9999,land rover,colision,2013,175.0,,2013.0
enero,domingo,14.0,3,4.0,416.0,,pick up,gris,9999,land rover,colision,2013,176.0,,2013.0
enero,lunes,0.0,1,1.0,101.0,,automovil,rojo,9999,jeep,choque,2013,177.0,,2013.0
enero,lunes,16.0,3,1.0,101.0,,motocicleta,negro,9999,kinlon,choque,2013,178.0,,2013.0
enero,lunes,12.0,3,11.0,1103.0,,pick up,negro,1989,land rover,colision,2013,179.0,,2013.0
enero,lunes,16.0,3,12.0,1201.0,,pick up,azul,1994,land rover,choque,2013,180.0,,2013.0
enero,lunes,19.0,4,8.0,805.0,,cabezal,blanco,9999,dodge,colision,2013,181.0,,2013.0
enero,lunes,12.0,3,3.0,301.0,,pick up,negro,9999,land rover,vuelco,2013,182.0,,2013.0
enero,martes,16.0,3,22.0,2214.0,,automovil,negro,2001,mahindra,colision,2013,183.0,,2013.0
enero,martes,10.0,2,10.0,1014.0,,camion,rojo,1996,dodge,colision,2013,184.0,,2013.0
enero,martes,17.0,3,4.0,406.0,,pick up,rojo,1988,land rover,colision,2013,185.0,,2013.0
enero,miercoles,12.0,3,1.0,101.0,,ignorado,blanco,2002,internacional,choque,2013,186.0,,2013.0
enero,miercoles,17.0,3,1.0,101.0,,camion,blanco,1999,alfa romeo,colision,2013,187.0,,2013.0
enero,miercoles,21.0,4,1.0,101.0,,automovil,gris,1995,jumbo,colision,2013,188.0,,2013.0
enero,miercoles,16.0,3,1.0,108.0,,motocicleta,rojo,9999,geo,colision,2013,189.0,,2013.0
enero,miercoles,18.0,4,12.0,1209.0,,pick up,ignorado,9999,jmc,vuelco,2013,190.0,,2013.0
enero,miercoles,18.0,4,13.0,1301.0,,automovil,corinto,1992,land rover,colision,2013,191.0,,2013.0
enero,miercoles,0.0,1,13.0,1301.0,,automovil,ignorado,9999,jmc,colision,2013,192.0,,2013.0
enero,miercoles,20.0,4,15.0,1501.0,,camion,blanco,1995,gmc,colision,2013,193.0,,2013.0
enero,miercoles,20.0,4,17.0,1709.0,,pick up,gris,9999,italika,colision,2013,194.0,,2013.0
enero,miercoles,14.0,3,4.0,407.0,,microbus,verde,2001,land rover,colision,2013,195.0,,2013.0
enero,miercoles,14.0,3,3.0,312.0,,cabezal,verde,9999,dodge,colision,2013,196.0,,2013.0
enero,jueves,8.0,2,1.0,101.0,,motocicleta,blanco,2011,geo,colision,2013,197.0,,2013.0
enero,jueves,17.0,3,1.0,101.0,,automovil,blanco,1970,changan,colision,2013,198.0,,2013.0
enero,jueves,16.0,3,1.0,101.0,,motocicleta,negro,2009,jmc,colision,2013,199.0,,2013.0
enero,jueves,21.0,4,1.0,108.0,,automovil,blanco,2013,kinlon,colision,2013,200.0,,2013.0
enero,jueves,12.0,3,22.0,2212.0,,camioneta,beige,1984,hino,colision,2013,201.0,,2013.0
enero,jueves,22.0,4,21.0,2101.0,,pick up,ignorado,9999,land rover,vuelco,2013,202.0,,2013.0
enero,jueves,0.0,1,19.0,1901.0,,motocicleta,ignorado,9999,jmc,vuelco,2013,203.0,,2013.0
enero,jueves,5.0,1,6.0,613.0,,cabezal,blanco,9999,alfa romeo,vuelco,2013,204.0,,2013.0
enero,jueves,15.0,3,13.0,1306.0,,camioneta,verde,1985,land rover,colision,2013,205.0,,2013.0
enero,jueves,1.0,1,16.0,1606.0,,automovil,morado,1995,italika,colision,2013,206.0,,2013.0
enero,jueves,15.0,3,2.0,207.0,,pick up,blanco,2008,land rover,colision,2013,207.0,,2013.0
enero,jueves,0.0,1,17.0,1712.0,,motocicleta,gris,9999,kinlon,vuelco,2013,208.0,,2013.0
enero,jueves,19.0,4,14.0,1419.0,,camion,blanco,9999,gmc,vuelco,2013,209.0,,2013.0
enero,viernes,0.0,1,1.0,101.0,,motocicleta,negro,9999,geo,vuelco,2013,210.0,,2013.0
enero,viernes,8.0,2,1.0,117.0,,motocicleta,corinto,2007,jmc,colision,2013,211.0,,2013.0
enero,viernes,19.0,4,20.0,2001.0,,motocicleta,ignorado,9999,kinlon,colision,2013,212.0,,2013.0
enero,viernes,19.0,4,19.0,1905.0,,motocicleta,ignorado,9999,jmc,vuelco,2013,213.0,,2013.0
enero,viernes,6.0,2,5.0,511.0,,camioneta,gris,2002,daihatsu,choque,2013,214.0,,2013.0
enero,viernes,23.0,4,11.0,1102.0,,motocicleta,negro,2004,geo,choque,2013,215.0,,2013.0
enero,viernes,20.0,4,9.0,920.0,,motocicleta,blanco,2013,datsun,colision,2013,216.0,,2013.0
enero,viernes,23.0,4,9.0,901.0,,automovil,gris,2012,land rover,colision,2013,217.0,,2013.0
enero,viernes,12.0,3,9.0,921.0,,mototaxi,rojo,9999,tvs apache,colision,2013,218.0,,2013.0
enero,viernes,14.0,3,9.0,901.0,,automovil,blanco,2005,genesis,choque,2013,219.0,,2013.0
enero,viernes,18.0,4,8.0,801.0,,bus urbano,rojo,1992,alfa romeo,vuelco,2013,220.0,,2013.0
enero,sabado,22.0,4,1.0,101.0,,automovil,ignorado,9999,land rover,colision,2013,221.0,,2013.0
enero,sabado,0.0,1,1.0,101.0,,motocicleta,rojo,9999,geo,choque,2013,222.0,,2013.0
enero,sabado,4.0,1,1.0,101.0,,automovil,rojo,1998,audi,choque,2013,223.0,,2013.0
enero,sabado,17.0,3,6.0,609.0,,pick up,blanco,1986,land rover,colision,2013,224.0,,2013.0
enero,sabado,22.0,4,10.0,1014.0,,pick up,celeste,1988,land rover,colision,2013,225.0,,2013.0
enero,sabado,0.0,1,11.0,1105.0,,automovil,verde,1994,ford,colision,2013,226.0,,2013.0
enero,sabado,11.0,2,13.0,1301.0,,camion,blanco,9999,jmc,colision,2013,227.0,,2013.0
enero,domingo,4.0,1,1.0,101.0,,automovil,negro,9999,mahindra,choque,2013,228.0,,2013.0
enero,domingo,20.0,4,1.0,101.0,,automovil,corinto,1996,jumbo,colision,2013,229.0,,2013.0
enero,domingo,15.0,3,1.0,115.0,,pick up,rojo,1990,gmc,choque,2013,230.0,,2013.0
enero,domingo,0.0,1,1.0,116.0,,motocicleta,negro,9999,kenworth,colision,2013,231.0,,2013.0
enero,domingo,17.0,3,1.0,101.0,,camion,blanco,9999,jeep,colision,2013,232.0,,2013.0
enero,domingo,15.0,3,21.0,2107.0,,camion,blanco,1996,gmc,colision,2013,233.0,,2013.0
enero,domingo,3.0,1,20.0,2008.0,,automovil,azul,2007,italika,colision,2013,234.0,,2013.0
enero,domingo,21.0,4,19.0,1901.0,,motocicleta,azul,2007,kenworth,colision,2013,235.0,,2013.0
enero,domingo,1.0,1,5.0,509.0,,automovil,negro,1990,kawasaki,choque,2013,236.0,,2013.0
enero,domingo,17.0,3,6.0,614.0,,motocicleta,ignorado,9999,jmc,colision,2013,237.0,,2013.0
enero,domingo,17.0,3,9.0,901.0,,microbus,blanco,2005,internacional,colision,2013,238.0,,2013.0
enero,domingo,16.0,3,15.0,1501.0,,microbus,beige,2008,jeep,colision,2013,239.0,,2013.0
enero,domingo,16.0,3,15.0,1501.0,,motocicleta,negro,9999,tvs apache,colision,2013,240.0,,2013.0
enero,domingo,22.0,4,2.0,207.0,,automovil,blanco,1995,jmc,colision,2013,241.0,,2013.0
enero,lunes,23.0,4,1.0,101.0,,automovil,corinto,9999,land rover,colision,2013,242.0,,2013.0
enero,lunes,20.0,4,1.0,105.0,,cabezal,amarillo,9999,dodge,vuelco,2013,243.0,,2013.0
enero,lunes,18.0,4,1.0,101.0,,pick up,ignorado,9999,jmc,colision,2013,244.0,,2013.0
enero,lunes,0.0,1,21.0,2103.0,,pick up,gris,9999,land rover,caida,2013,245.0,,2013.0
enero,lunes,17.0,3,6.0,603.0,,mototaxi,rojo,2006,tvs apache,colision,2013,246.0,,2013.0
enero,lunes,17.0,3,17.0,1703.0,,motocicleta,ignorado,9999,kinlon,choque,2013,247.0,,2013.0
enero,lunes,16.0,3,17.0,1708.0,,automovil,beige,1998,land rover,colision,2013,248.0,,2013.0
enero,martes,10.0,2,1.0,101.0,,camion,ignorado,9999,jmc,colision,2013,249.0,,2013.0
enero,martes,8.0,2,19.0,1904.0,,cabezal,rojo,1998,dodge,colision,2013,250.0,,2013.0
enero,martes,22.0,4,11.0,1101.0,,motocicleta,rojo,9999,great wall,vuelco,2013,251.0,,2013.0
enero,martes,15.0,3,16.0,1613.0,,motocicleta,negro,9999,kinlon,colision,2013,252.0,,2013.0
enero,martes,18.0,4,18.0,1801.0,,motocicleta,anaranjado,2005,kenworth,choque,2013,253.0,,2013.0
enero,martes,16.0,3,17.0,1701.0,,motocicleta,ignorado,9999,jmc,colision,2013,254.0,,2013.0
